latitude,longitude,nbr of bikes,station name,city,company name
45.59275253568305,-73.51035632193089,15,Parc Honoré-Mercier (Notre-Dame / Liébert),"Montréal, QC","Motivate International, Inc."
45.52355020292929,-73.7138856947422,4,Keller / Cousineau,"Montréal, QC","Motivate International, Inc."
45.59566584124368,-73.5596626996994,4,Parc d'Antioche (Place d'Antioche / St-Zotique),"Montréal, QC","Motivate International, Inc."
45.447821314280105,-73.71091783046722,3,Gare Lachine (Sir George Simpson / 48e avenue),"Montréal, QC","Motivate International, Inc."
45.529668174024685,-73.60166944563389,2,de Gaspé / Marmier,"Montréal, QC","Motivate International, Inc."
45.51871924623225,-73.69875401258469,1,Grenet / Poirier,"Montréal, QC","Motivate International, Inc."
45.58661042838809,-73.52969169616699,13,IUSMM (Georges-Villeneuve),"Montréal, QC","Motivate International, Inc."
45.51431824920811,-73.70799824595451,5,Square Nelligan (des Appalaches / Alexis-Nihon),"Montréal, QC","Motivate International, Inc."
45.482742458862774,-73.63497912883759,5,Parc MacDonald (Clanranald / Isabella),"Montréal, QC","Motivate International, Inc."
45.55970526805903,-73.55155438184738,1,La Tour de Montréal (Pierre-de-Coubertin / Bennett),"Montréal, QC","Motivate International, Inc."
45.43993803436114,-73.68146234754022,10,St-Antoine / 19e avenue,"Montréal, QC","Motivate International, Inc."
45.53946063965585,-73.57605636119843,3,Messier / St-Joseph,"Montréal, QC","Motivate International, Inc."
45.528630548578505,-73.67731243371964,5,Parc Painter (Marcotte / Quenneville),"Montréal, QC","Motivate International, Inc."
45.5121682576952,-73.55481594800949,15,Square Viger (Berri / Viger),"Montréal, QC","Motivate International, Inc."
45.526991277453526,-73.55821162462234,11,Dorion / Ontario,"Montréal, QC","Motivate International, Inc."
45.5291345371163,-73.55923354625702,25,Larivière / de Lorimier,"Montréal, QC","Motivate International, Inc."
45.50531166520915,-73.56089115142822,1,Viger / Chenneville,"Montréal, QC","Motivate International, Inc."
45.52097057660443,-73.5499919950962,3,René-Lévesque / Papineau,"Montréal, QC","Motivate International, Inc."
45.52836601591233,-73.55117082595825,7,Logan / Fullum,"Montréal, QC","Motivate International, Inc."
45.491686521008035,-73.57676714658737,12,Joseph-Manseau / René-Lévesque,"Montréal, QC","Motivate International, Inc."
45.53061161207863,-73.54911457747221,15,Logan / d'Iberville,"Montréal, QC","Motivate International, Inc."
45.53456256501449,-73.55478646466509,21,du Havre / de Rouen,"Montréal, QC","Motivate International, Inc."
45.50206,-73.56295,1,Square Victoria (Viger / du Square-Victoria),"Montréal, QC","Motivate International, Inc."
45.50038,-73.57507,5,Métro Peel (de Maisonneuve / Stanley),"Montréal, QC","Motivate International, Inc."
45.50459069556304,-73.55918794870377,13,St-Antoine / St-François-Xavier,"Montréal, QC","Motivate International, Inc."
45.50631445605528,-73.55967122894072,4,Métro Place-d'Armes (Viger / St-Urbain),"Montréal, QC","Motivate International, Inc."
45.52809995527671,-73.58843871625139,1,Métro Laurier (Berri / Laurier),"Montréal, QC","Motivate International, Inc."
45.51613214980722,-73.56049686670303,3,St-Hubert / de Maisonneuve (nord),"Montréal, QC","Motivate International, Inc."
45.538859462962286,-73.5528177022934,21,de Rouen / Lespérance,"Montréal, QC","Motivate International, Inc."
45.52479,-73.56545,10,Calixa-Lavallée / Sherbrooke,"Montréal, QC","Motivate International, Inc."
45.522425652788634,-73.57418417930603,17,St-Hubert / Duluth,"Montréal, QC","Motivate International, Inc."
45.52141314643908,-73.58498811721802,3,de Bullion / du Mont-Royal,"Montréal, QC","Motivate International, Inc."
45.5333136054992,-73.58373686671257,7,de Lanaudière / Laurier,"Montréal, QC","Motivate International, Inc."
45.51922631024093,-73.57718793155072,11,Laval / Duluth,"Montréal, QC","Motivate International, Inc."
45.518967223320054,-73.5836161673069,12,Vallières / St-Laurent,"Montréal, QC","Motivate International, Inc."
45.515132275425785,-73.58105599880219,13,Duluth / de l'Esplanade,"Montréal, QC","Motivate International, Inc."
45.535295480380306,-73.55116009712219,10,Hogan / Ontario,"Montréal, QC","Motivate International, Inc."
45.52330366033427,-73.55799973011017,4,la Fontaine / Alexandre-de-Sève,"Montréal, QC","Motivate International, Inc."
45.50373771539475,-73.56948494911194,1,Ste-Catherine / Union,"Montréal, QC","Motivate International, Inc."
45.53413436610844,-73.57352435588837,3,Chabot / Mont-Royal,"Montréal, QC","Motivate International, Inc."
45.52966629503036,-73.56733649969101,17,Gauthier / Papineau,"Montréal, QC","Motivate International, Inc."
45.53711414,-73.5710031,5,Messier / du Mont-Royal,"Montréal, QC","Motivate International, Inc."
45.5223645775784,-73.58414590358734,9,Laval / du Mont-Royal,"Montréal, QC","Motivate International, Inc."
45.50928678961862,-73.57101917266846,2,Jeanne-Mance / Sherbrooke,"Montréal, QC","Motivate International, Inc."
45.52723106564012,-73.58672618865965,0,Métro Laurier (Berri / St-Joseph),"Montréal, QC","Motivate International, Inc."
45.527009334270645,-73.58576595783234,1,Pontiac / Gilford,"Montréal, QC","Motivate International, Inc."
45.53036486555959,-73.58439266681671,15,Christophe-Colomb / St-Joseph,"Montréal, QC","Motivate International, Inc."
45.53582823686429,-73.57869029045105,2,Cartier / St-Joseph,"Montréal, QC","Motivate International, Inc."
45.533705987798946,-73.55217933654784,14,Métro Frontenac (Ontario / du Havre),"Montréal, QC","Motivate International, Inc."
45.51258740220925,-73.57373893260956,19,Prince-Arthur / St-Urbain,"Montréal, QC","Motivate International, Inc."
45.51908,-73.5727,8,Roy / St-Denis,"Montréal, QC","Motivate International, Inc."
45.527041096087785,-73.59347056655677,3,Maguire / Henri-Julien,"Montréal, QC","Motivate International, Inc."
45.532513956311426,-73.58481109142303,9,Laurier / de Brébeuf,"Montréal, QC","Motivate International, Inc."
45.53727946481992,-73.5791677236557,6,Laurier / de Bordeaux,"Montréal, QC","Motivate International, Inc."
45.52795093787009,-73.59502326697111,3,Henri-Julien / du Carmel,"Montréal, QC","Motivate International, Inc."
45.5380207402854,-73.58352363109587,4,Cartier / Masson,"Montréal, QC","Motivate International, Inc."
45.53147464147482,-73.59242051839828,15,Parc Ludger-Duvernay (St-André / St-Hubert),"Montréal, QC","Motivate International, Inc."
45.527930077456865,-73.59183847904205,8,Boucher / St-Denis,"Montréal, QC","Motivate International, Inc."
45.522402573414084,-73.58117669820786,6,Drolet / Marie-Anne,"Montréal, QC","Motivate International, Inc."
45.52435318759273,-73.57596650719643,7,St-André / Rachel,"Montréal, QC","Motivate International, Inc."
45.514866433022796,-73.58475860237377,18,Parc Jeanne-Mance (monument à sir George-Étienne Cartier),"Montréal, QC","Motivate International, Inc."
45.521564270906616,-73.57036739587784,9,Roy / St-André,"Montréal, QC","Motivate International, Inc."
45.5330129192707,-73.58128666877745,6,Garnier / St-Joseph,"Montréal, QC","Motivate International, Inc."
45.521495731487576,-73.5968267172575,5,de l'Esplanade / Fairmount,"Montréal, QC","Motivate International, Inc."
45.523026476635074,-73.60184043645859,19,Jeanne-Mance / St-Viateur,"Montréal, QC","Motivate International, Inc."
45.52451761488783,-73.57197672128677,17,du Parc-La Fontaine / Duluth,"Montréal, QC","Motivate International, Inc."
45.530845821364125,-73.58157970011233,11,Gilford / de Brébeuf,"Montréal, QC","Motivate International, Inc."
45.52751292628879,-73.59879076480864,14,Casgrain / St-Viateur,"Montréal, QC","Motivate International, Inc."
45.52361490311454,-73.59245739877223,17,St-Dominique / Laurier,"Montréal, QC","Motivate International, Inc."
45.52404631813311,-73.59015061847458,22,de Bullion / St-Joseph,"Montréal, QC","Motivate International, Inc."
45.52557815939422,-73.59285570681095,1,de Gaspé / Fairmount,"Montréal, QC","Motivate International, Inc."
45.52286653749578,-73.56837719678879,6,du Parc-La Fontaine / Roy,"Montréal, QC","Motivate International, Inc."
45.52348082760688,-73.58732756238169,9,de l'Hôtel-de-Ville / Villeneuve,"Montréal, QC","Motivate International, Inc."
45.52866947969606,-73.58371809124947,19,de Mentana / Gilford,"Montréal, QC","Motivate International, Inc."
45.52574657625029,-73.59033644199371,0,Henri-Julien / Laurier,"Montréal, QC","Motivate International, Inc."
45.53543,-73.5822,11,Marquette / Laurier,"Montréal, QC","Motivate International, Inc."
